id,New-Identifiers-words-AVG,New-Identifiers-words-MIN,New-Abstractness-words-AVG,New-Abstractness-words-MAX,New-Abstractness-words-MIN,New-Commented-words-AVG,New-Commented-words-MAX,New-Synonym-commented-words-AVG,New-Synonym-commented-words-MAX,New-Comments-readability,New-Number-of-senses-AVG,New-Number-of-senses-MAX,New-Semantic-Text-Coherence-Standard-@-0.1,New-Semantic-Text-Coherence-Normalized-@-0.3,New-Text-Coherence-AVG,New-Text-Coherence-MIN,New-Text-Coherence-MAX,BW-Avg-Assignment,BW-Avg-blank-lines,BW-Avg-commas,BW-Avg-comments,BW-Avg-comparisons,BW-Avg-Identifiers-Length,BW-Avg-conditionals,BW-Avg-indentation-length,BW-Avg-keywords,BW-Avg-line-length,BW-Avg-loops,BW-Avg-number-of-identifiers,BW-Avg-numbers,BW-Avg-operators,BW-Avg-parenthesis,BW-Avg-periods,BW-Avg-spaces,BW-Max-Identifiers-Length,BW-Max-indentation,BW-Max-keywords,BW-Max-line-length,BW-Max-number-of-identifiers,BW-Max-numbers,BW-Max-char,BW-Max-words,Posnett-entropy,Posnett-volume,Posnett-lines,Dorn-DFT-Assignments,Dorn-DFT-Commas,Dorn-DFT-Comments,Dorn-DFT-Comparisons,Dorn-DFT-Conditionals,Dorn-DFT-Indentations,Dorn-DFT-Keywords,Dorn-DFT-LineLengths,Dorn-DFT-Loops,Dorn-DFT-Identifiers,Dorn-DFT-Numbers,Dorn-DFT-Operators,Dorn-DFT-Parenthesis,Dorn-DFT-Periods,Dorn-DFT-Spaces,Dorn-Visual-X-Comments,Dorn-Visual-Y-Comments,Dorn-Visual-X-Identifiers,Dorn-Visual-Y-Identifiers,Dorn-Visual-X-Keywords,Dorn-Visual-Y-Keywords,Dorn-Visual-X-Numbers,Dorn-Visual-Y-Numbers,Dorn-Visual-X-Strings,Dorn-Visual-Y-Strings,Dorn-Visual-X-Literals,Dorn-Visual-Y-Literals,Dorn-Visual-X-Operators,Dorn-Visual-Y-Operators,Dorn-Areas-Comments,Dorn-Areas-Identifiers,Dorn-Areas-Keywords,Dorn-Areas-Numbers,Dorn-Areas-Strings,Dorn-Areas-Literals,Dorn-Areas-Operators,Dorn-Areas-Identifiers/Comments,Dorn-Areas-Keywords/Comments,Dorn-Areas-Numbers/Comments,Dorn-Areas-Strings/Comments,Dorn-Areas-Literals/Comments,Dorn-Areas-Operators/Comments,Dorn-Areas-Keywords/Identifiers,Dorn-Areas-Numbers/Identifiers,Dorn-Areas-Strings/Identifiers,Dorn-Areas-Literals/Identifiers,Dorn-Areas-Operators/Identifiers,Dorn-Areas-Numbers/Keywords,Dorn-Areas-Strings/Keywords,Dorn-Areas-Literals/Keywords,Dorn-Areas-Operators/Keywords,Dorn-Areas-Strings/Numbers,Dorn-Areas-Literals/Numbers,Dorn-Areas-Operators/Numbers,Dorn-Areas-Literals/Strings,Dorn-Areas-Operators/Strings,Dorn-Areas-Operators/Literals,Dorn-align-blocks,Dorn-align-extent,Readable
71,0.715084,0,4.662252,9,0,0.351955,2,7.316327,26,0,5.893855,45,23,0.793103,0.54407,0.306186,1,0.205128,0.121951,0.307692,0.028571,0,5.963768,0.029412,1.882353,0.5,37.647059,0.029412,4.147059,0.058824,0,1.384615,1.088235,4.911765,18,36,3,219,29,2,190,9,4.904112,1500,41,33,39,41,1,39,39,38,41,39,39,39,1,39,37,39,208,40,207.902439,39.77512,207.97561,39.856459,0,0,208,39.866029,0,0,207.902439,39.712919,0.091401,0.404875,0.046716,0,0.229519,0,0.100203,4.42963,0.511111,0,2.511111,0,1.096296,0.115385,0,0.56689,0,0.247492,0,4.913043,0,2.144928,?,?,?,0,0.436578,?,55,61,0
72,0.745946,0,3.444444,8,0,0.589189,2,5.953125,15,83.665,8.664865,45,23,0.709677,0,1,0,0.333333,0.105263,0.305556,0.030303,0,5.730159,0,5.75,0.21875,37.8125,0,3.9375,0.25,0.027778,1.138889,1.03125,7.90625,18,16,3,178,31,3,289,26,4.732027,1427.212101,38,36,36,38,1,1,1,36,37,1,36,36,36,32,36,34,172,36.768786,172,36.514451,172,36.843931,172,37,171.657895,36.803468,0,0,171.842105,36.67052,0.147917,0.411111,0.022222,0.000694,0.144444,0,0.100694,2.779343,0.150235,0.004695,0.976526,0,0.680751,0.054054,0.001689,0.351351,0,0.244932,0.03125,6.5,0,4.53125,208,0,145,0,0.697115,?,56,63,0
73,0.875,0,3.695652,12,0,0.416667,1,2.382353,5,27.485,17.125,57,6,0.75,0.654965,0.485071,0.83666,0.071429,0,0.071429,0.066667,0,5.684211,0,14,0.714286,28.857143,0,1.5,0,0,0.785714,0.285714,15.357143,15,60,4,77,5,0,222,6,3.605722,298.056005,16,14,14,17,1,1,14,14,16,1,14,1,1,14,14,14,67,15.955882,67,15.882353,67,15.867647,0,0,0,0,0,0,66.882353,15.852941,0.177189,0.219959,0.095723,0,0,0,0.069246,1.241379,0.54023,0,0,0,0.390805,0.435185,0,0,0,0.314815,0,0,0,0.723404,?,?,?,?,?,?,5,6,1
74,0.628019,0,2.666667,10,0,1.705314,8,12.406375,45,53.215,4.289855,37,25,1,0.606754,0.453743,0.797724,0.133333,0.0625,0.033333,0.034483,0.766667,5.268456,0.142857,0,1.571429,54.464286,0.035714,5.964286,0.178571,0.066667,2.266667,3.214286,7.107143,9,0,3,127,15,4,238,65,4.702516,2893.113447,32,30,30,31,28,30,1,1,32,30,30,30,30,30,30,30,230,30.930736,230,30.809524,229.90625,30.666667,230,30.926407,0,0,0,0,230,30.831169,0.209557,0.391737,0.089099,0.001493,0,0,0.1777,1.869359,0.425178,0.007126,0,0,0.847981,0.227446,0.003812,0,0,0.453621,0.01676,0,0,1.994413,0,0,119,?,?,?,132,180,0
75,0.792208,0,3.535211,9,0,0.480519,4,3.614458,10,50.17,6.974026,37,16,0.888889,0.636209,1,0.636209,0.1,0.205128,0,0.043478,0,7.241379,0,0,0.272727,26.090909,0,2.636364,0,0,0.7,0.454545,2.227273,72,0,3,116,14,0,125,9,4.735831,648.263793,39,30,1,39,1,1,30,30,39,1,30,1,1,23,29,30,118.974359,37.841667,118.846154,37.808333,118.974359,37.825,0,0,118.74359,37.9,0,0,118.897436,37.708333,0.447826,0.273043,0.023478,0,0.109565,0,0.061739,0.609709,0.052427,0,0.24466,0,0.137864,0.085987,0,0.401274,0,0.226115,0,4.666667,0,2.62963,?,?,?,0,0.563492,?,22,24,1
76,0.650943,0,6.397849,12,0,0.066038,1,22.247863,60,0,4.226415,37,17,0.586207,0,1,0,0.285714,0.142857,0,0.032258,0,4.649485,0,3.6,0.366667,29.3,0,3.033333,2,0.171429,0.828571,0.6,6.3,16,4,3,47,4,4,189,22,4.595151,1173.777798,35,35,1,35,1,1,1,35,34,1,1,35,35,1,35,34,0,0,47.971429,33.734694,47.828571,34,0,0,48,34,0,0,47.742857,33.244898,0,0.494493,0.047357,0,0.092511,0,0.125551,?,?,?,?,?,?,0.095768,0,0.187082,0,0.253898,0,1.953488,0,2.651163,?,?,?,0,1.357143,?,104,349,1
77,0.861702,0,3.833333,10,0,0.031915,1,5.131313,17,0,9,45,15,0.652174,0,1,0,0.230769,0.076923,0.115385,0.04,0,6.985915,0,0,0.208333,28.875,0,3,0.125,0.038462,1.153846,0.875,1.958333,16,0,2,83,12,4,85,9,4.805567,977.670466,26,25,26,26,1,1,1,26,23,1,24,25,26,23,26,26,0,0,85,24.27907,84.923077,24.686047,85,25,85,24.825581,0,0,84.846154,24.546512,0,0.612245,0.028571,0.001361,0.096599,0,0.148299,?,?,?,?,?,?,0.046667,0.002222,0.157778,0,0.242222,0.047619,3.380952,0,5.190476,71,0,109,0,1.535211,?,65,106,1
78,0.719512,0,3.763514,14,0,0.554878,4,5.461538,16,69.455,6.060976,38,17,0.666667,0,1,0,0.214286,0.083333,0.392857,0.038462,0,6.008065,0,0.04,0.2,40.92,0,4.96,0.44,0.285714,0.964286,0.84,3.92,35,1,2,143,22,4,200,16,4.827372,976.727656,36,28,28,35,1,1,27,28,35,1,28,28,28,25,28,28,144.972222,34.869863,144.972222,34.794521,144.972222,34.938356,0,0,145,34.849315,0,0,144.888889,34.787671,0.364223,0.255132,0.011144,0,0.237537,0,0.060997,0.700483,0.030596,0,0.652174,0,0.167472,0.043678,0,0.931034,0,0.23908,0,21.315789,0,5.473684,?,?,?,0,0.25679,?,121,174,1
79,0.679012,0,5.235849,13,0,0.588477,8,9.503876,28,96.86,5.390947,38,13,0.3125,0,1,0,0.478261,0.214286,0,0.055556,0,4.98,0,0,0.882353,82.411765,0,11.764706,0.058824,0.043478,1.26087,2.764706,10.352941,57,0,2,120,18,4,225,23,4.933676,723.312661,28,22,1,28,1,1,22,19,23,1,23,23,23,19,23,17,122,27,121.928571,26.878049,121.928571,26.95122,0,0,121.964286,26.926829,0,0,121.892857,26.739837,0.170507,0.205645,0.028226,0,0.496544,0,0.050115,1.206081,0.165541,0,2.912162,0,0.293919,0.137255,0,2.414566,0,0.243697,0,17.591837,0,1.77551,?,?,?,0,0.100928,?,167,220,1
80,0.790698,0,3.980892,10,0,0.093023,3,3.555556,13,100,9.034884,45,22,0.916667,0,1,0,0.181818,0.222222,0.151515,0.038462,0,6.578512,0,0,0.32,43.4,0,4.84,0.04,0,1.090909,1.28,3.8,23,0,2,113,16,1,148,17,4.857958,1289.232793,36,33,33,36,1,1,26,33,35,1,33,33,1,31,33,33,115,35,114.944444,34.810345,115,34.810345,0,0,114.888889,34.87069,0,0,114.805556,34.784483,0.156644,0.407572,0.022272,0,0.232368,0,0.097996,2.601896,0.14218,0,1.483412,0,0.625592,0.054645,0,0.570128,0,0.240437,0,10.433333,0,4.4,?,?,?,0,0.421725,?,61,103,1
81,0.666667,0,4.333333,12,0,0.041667,1,2.615385,7,34.59,5.5,37,7,1,0.85485,1,0.85485,0.090909,0,0,0.083333,0,4.853659,0,0,0.363636,26.727273,0,3.727273,0.181818,0,1,0.545455,3.363636,24,0,2,130,25,2,39,4,4.844475,222.905097,12,11,1,12,1,1,11,11,12,1,11,1,1,11,11,11,133,11,133,10.88806,133,10.828358,0,0,132.916667,10.843284,0,0,132.833333,10.731343,0.06213,0.281065,0.053254,0,0.405325,0,0.085799,4.52381,0.857143,0,6.52381,0,1.380952,0.189474,0,1.442105,0,0.305263,0,7.611111,0,1.611111,?,?,?,0,0.211679,?,3,3,1
82,0.776224,0,4.736842,12,0,0.034965,1,6.557047,20,100,7.335664,45,26,0.764706,0,1,0,0.216216,0.052632,0.054054,0.027778,0.027027,5.972973,0,0,0.171429,27.028571,0,3.2,0.114286,0.027027,1.135135,0.971429,2.028571,59,0,2,106,16,3,93,17,4.972632,1490.515863,38,36,37,38,37,1,1,37,34,1,34,36,37,33,37,37,108,37,107.947368,36.522936,107.947368,36.889908,0,0,107.973684,36.807339,0,0,107.815789,36.495413,0.049765,0.540845,0.020657,0,0.120188,0,0.147418,10.867925,0.415094,0,2.415094,0,2.962264,0.038194,0,0.222222,0,0.272569,0,5.818182,0,7.136364,?,?,?,0,1.226563,?,61,101,1
83,0.720317,0,4.72561,12,0,0.036939,1,15.153247,38,0,6.269129,45,26,0.636364,0,1,0,0.705882,0,0.470588,0.028571,0,5.152905,0,0,0.176471,70.029412,0,9.647059,0.235294,0.352941,2.382353,2.941176,5.764706,21,0,2,172,27,3,228,24,4.929694,2240.186326,34,34,34,1,1,1,1,34,34,1,34,34,34,34,34,34,0,0,173.941176,32.565714,173.970588,32.868571,172.294118,32.194286,173.970588,32.96,174,33,173.764706,32.902857,0,0.328969,0.009002,0.000818,0.516367,0.001227,0.090426,?,?,?,?,?,?,0.027363,0.002488,1.569652,0.003731,0.274876,0.090909,57.363636,0.136364,10.045455,631,1.5,110.5,0.002377,0.175119,73.666667,141,687,0
84,0.837662,0,5.164384,10,0,1.603896,6,3.88024,20,96.86,6.909091,37,23,0.88,0.401582,0.226455,0.570088,0.096774,0,0.354839,0.243902,0.612903,10.090909,0.096774,0,0.419355,37.967742,0,2.83871,0,0.193548,1.032258,0.483871,2.516129,26,0,2,118,11,0,196,16,4.887615,1358.584837,41,31,31,42,31,31,30,31,41,1,31,1,31,31,31,31,119.928571,41,119.904762,40.909091,120,40.942149,0,0,119.97619,40.818182,0,0,119.880952,40.793388,0.269142,0.484339,0.034223,0,0.043503,0,0.077726,1.799569,0.127155,0,0.161638,0,0.288793,0.070659,0,0.08982,0,0.160479,0,1.271186,0,2.271186,?,?,?,0,1.786667,?,96,120,0
85,0.592179,0,4.717391,10,0,2.284916,8,11.663043,29,77.575,4.759777,45,8,0.6,0,1,0,0.545455,0,0.454545,0.083333,0,3.901163,0,0,0.454545,87.909091,0,15.272727,0.636364,0.272727,2.090909,4.181818,11.545455,15,0,3,120,22,2,217,12,4.965963,245.969776,16,11,10,16,1,1,1,11,1,1,1,11,11,1,1,1,179,14.983333,178.9375,14.955556,179,14.75,0,0,178.875,14.994444,0,0,178.8125,14.866667,0.359689,0.04731,0.010369,0,0.532728,0,0.020739,0.131532,0.028829,0,1.481081,0,0.057658,0.219178,0,11.260274,0,0.438356,0,51.375,0,2,?,?,?,0,0.038929,?,243,337,1
86,0.730769,0,3.612903,8,0,1.166667,3,12.765432,30,100,7.730769,24,8,0.555556,0,1,0,0,0,0,0.090909,0,4.432432,0,0,0.3,46.5,0,7.4,0,0,1,1.6,6,35,0,3,74,12,0,82,14,4.644093,224.008189,13,1,1,13,1,1,1,10,1,1,1,1,1,1,9,1,74,11.813333,73.846154,11.066667,74,12,0,0,73.769231,11.72,0,0,74,11.64,0.211632,0.142165,0.025848,0,0.500808,0,0.04685,0.671756,0.122137,0,2.366412,0,0.221374,0.181818,0,3.522727,0,0.329545,0,19.375,0,1.8125,?,?,?,0,0.093548,?,45,78,1
87,0.705882,0,4.09375,11,0,0.176471,2,3.43609,8,100,5.848739,37,19,0.782609,0.593138,0.252646,0.881917,0.257143,0.105263,0,0.03125,0.2,4.61165,0.032258,16,0.451613,40.709677,0.064516,3.387097,0.032258,0,0.914286,0.645161,19.096774,14,32,3,115,23,4,607,14,3.86792,980.475632,38,34,1,38,35,35,35,35,34,35,35,35,1,35,34,35,114.973684,36.844828,114.921053,36.784483,114.947368,36.689655,0,0,115,36.956897,0,0,114.894737,36.784483,0.074101,0.247982,0.049156,0,0.143067,0,0.074835,3.346535,0.663366,0,1.930693,0,1.009901,0.198225,0,0.576923,0,0.301775,0,2.910448,0,1.522388,?,?,?,0,0.523077,?,13,13,0
88,0.84434,0,4.8,10,0,0.056604,1,5.743243,15,0,8.891509,37,9,0.352941,0,1,0,0.238095,0.142857,0.952381,0.052632,0.047619,8.714286,0,0,0.555556,84.666667,0,7.111111,0.666667,0.190476,1.380952,1.555556,6.833333,53,0,2,151,11,1,164,17,4.827301,1121.873725,21,21,20,21,21,1,1,21,14,1,14,21,21,15,20,14,0,0,153,19.344156,153,19.87013,152.857143,19.636364,152.952381,19.461039,0,0,152.714286,19.590909,0,0.546272,0.006427,0.002571,0.297558,0,0.082905,?,?,?,?,?,?,0.011765,0.004706,0.544706,0,0.151765,0.4,46.3,0,12.9,115.75,0,32.25,0,0.278618,?,138,180,1
89,0.597484,0,4.390476,10,0,0.647799,3,3.912088,18,100,5.81761,37,11,0.692308,0.39081,0.196116,1,0.095238,0.038462,0,0.047619,0.142857,6.788991,0.2,0,1.15,64.35,0,5,0.65,0.47619,2.619048,0.45,7.45,33,0,7,302,15,5,182,28,5.024185,875.043609,26,20,1,26,21,21,20,21,26,1,21,21,21,21,21,21,303.961538,24.659016,304,24.881967,303.884615,24.862295,0,0,304,24.921311,0,0,303.769231,24.865574,0.181707,0.303659,0.097561,0,0.254878,0,0.071951,1.671141,0.536913,0,1.402685,0,0.395973,0.321285,0,0.839357,0,0.236948,0,2.6125,0,0.7375,?,?,?,0,0.282297,?,59,123,0
90,0.821053,0,4.413174,9,0,0.063158,1,2.768473,25,100,7.194737,45,23,0.73913,0.782389,0.687552,0.861892,0.277778,0.216216,0.388889,0.034483,0.083333,9.804348,0.035714,13.714286,0.464286,56.928571,0.035714,3.285714,0.357143,0,0.805556,0.357143,17.357143,31,32,3,114,11,4,492,23,4.443388,1251.385578,37,36,36,37,36,36,35,36,29,36,35,36,1,36,36,28,106,36,105.945946,35.775701,106,35.878505,106,35.915888,105.972973,35.831776,0,0,105.756757,35.82243,0.035693,0.455535,0.030853,0.010284,0.108893,0,0.06957,12.762712,0.864407,0.288136,3.050847,0,1.949153,0.067729,0.022576,0.239044,0,0.152722,0.333333,3.529412,0,2.254902,10.588235,0,6.764706,0,0.638889,?,9,9,1
91,0.832258,0,4.576923,10,0,0.264516,3,3.913043,13,100,8.154839,45,15,0.666667,0,1,0,0.233333,0.235294,0.366667,0.043478,0,7.761905,0,0,0.272727,50.818182,0,4.772727,0.363636,0,1.333333,1.409091,4.136364,80,0,2,102,13,1,141,19,4.821297,1419.40949,34,30,30,34,1,1,23,30,34,1,30,30,1,30,30,30,103.970588,32.942857,103.882353,32.6,104,32.961905,103.852941,32.809524,103.970588,32.8,0,0,103.852941,32.809524,0.1305,0.505593,0.017897,0.003729,0.136465,0,0.111857,3.874286,0.137143,0.028571,1.045714,0,0.857143,0.035398,0.007375,0.269912,0,0.221239,0.208333,7.625,0,6.25,36.6,0,30,0,0.819672,?,60,64,1
92,0.7125,0,4.41791,12,0,0.175,1,3.597561,18,100,6.6875,45,9,1,0,1,0,0.285714,0.266667,0.071429,0.090909,0.214286,5.538462,0,0,0.2,47.9,0,6.5,0.3,0,1,1,4.4,26,0,2,169,28,3,55,6,4.830695,430.330056,15,14,14,15,14,1,11,14,15,1,14,14,1,11,14,14,171,13.755814,171,13.75,171,13.918605,171,13.918605,171,13.854651,0,0,171,13.813953,0.060606,0.392045,0.018939,0.005682,0.371212,0,0.092803,6.46875,0.3125,0.09375,6.125,0,1.53125,0.048309,0.014493,0.94686,0,0.236715,0.3,19.6,0,4.9,65.333333,0,16.333333,0,0.25,?,3,3,1
93,0.781513,0,4.553191,12,0,0.159664,1,2.315789,10,97.875,8.756303,45,19,1,0.580236,0.313112,0.869918,0.15625,0.081081,0.1875,0.033333,0,8.828947,0,0,0.482759,32.862069,0.034483,2.689655,0.137931,0.03125,1.15625,0.586207,2.551724,28,0,3,188,15,14,97,6,5.030106,1089.617925,37,32,32,37,1,1,32,32,37,32,32,32,32,32,32,32,195,35.826531,195,35.826531,194.837838,35.857143,195,35.44898,195,35.887755,0,0,194.891892,35.811224,0.141855,0.439595,0.050663,0.009353,0.114575,0,0.085737,3.098901,0.357143,0.065934,0.807692,0,0.604396,0.115248,0.021277,0.260638,0,0.195035,0.184615,2.261538,0,1.692308,12.25,0,9.166667,0,0.748299,?,52,57,1
94,0.860465,0,4.351351,10,0,0.046512,1,2.164948,10,27.485,9.662791,45,16,1,0.584291,0.316228,0.881917,0.107143,0.1,0.071429,0.038462,0,9.581818,0,0,0.44,28.72,0,2.28,0,0,1.071429,0.52,1.68,25,0,3,173,12,0,81,5,4.805929,824.003004,30,28,28,28,1,1,28,28,30,1,28,1,1,28,28,28,180,28.895028,180,28.734807,180,28.834254,0,0,179.9,28.834254,0,0,179.733333,28.839779,0.083151,0.502188,0.060175,0,0.088621,0,0.097374,6.039474,0.723684,0,1.065789,0,1.171053,0.119826,0,0.176471,0,0.1939,0,1.472727,0,1.618182,?,?,?,0,1.098765,?,25,26,0
95,0.863636,0,5.842105,10,0,0.045455,1,1.111111,4,100,8.090909,37,4,1,0.832749,0.755929,0.92582,0.111111,0,0.111111,0.1,0.111111,9.8,0.111111,0,0.555556,24.666667,0,1.777778,0,0,1.333333,0.333333,2.555556,25,0,2,96,7,0,24,5,4.650449,232.192809,10,9,9,10,9,9,9,9,10,1,9,1,1,9,9,9,100,9,100,8.831683,100,8.891089,0,0,0,0,0,0,100,8.792079,0.05,0.565385,0.080769,0,0,0,0.119231,11.307692,1.615385,0,0,0,2.384615,0.142857,0,0,0,0.210884,0,0,0,1.47619,?,?,?,?,?,?,2,2,1
96,0.867403,0,3.89441,10,0,0.071823,1,4.201031,20,31.545,8.834254,57,20,0.708333,0.429362,0.13484,0.667424,0.129032,0,0.193548,0.03125,0,8.078261,0,0,0.419355,43.516129,0,3.677419,0.354839,0,2.225806,0.870968,4.645161,26,0,3,99,8,1,151,47,4.786226,1880.043736,32,31,31,32,1,1,1,31,32,1,31,31,1,31,31,31,103,31,102.96875,30.865385,102.9375,30.807692,102.84375,30.884615,103,30.846154,0,0,102.84375,30.884615,0.031417,0.595588,0.044786,0.003342,0.034759,0,0.129679,18.957447,1.425532,0.106383,1.106383,0,4.12766,0.075196,0.005612,0.058361,0,0.217733,0.074627,0.776119,0,2.895522,10.4,0,38.8,0,3.730769,?,140,284,0
97,0.904494,0,3.572289,10,0,0.376404,3,3.650794,16,99.905,9.679775,57,22,0.869565,0.500738,0.169031,0.759555,0.103448,0,0.413793,0.033333,0,8.666667,0.034483,0,0.37931,45.793103,0,3.793103,0.310345,0,2.206897,1.103448,4.413793,36,0,3,105,8,1,169,45,4.86782,1843.540206,31,29,27,31,1,29,29,29,31,1,28,29,1,29,29,29,114,30,113.935484,29.834783,113.967742,29.73913,113.774194,29.782609,113.967742,29.452174,0,0,113.774194,29.713043,0.101684,0.5602,0.033687,0.002495,0.034311,0,0.117904,5.509202,0.331288,0.02454,0.337423,0,1.159509,0.060134,0.004454,0.061247,0,0.210468,0.074074,1.018519,0,3.5,13.75,0,47.25,0,3.436364,?,63,85,0
98,0.856322,0,3.470968,10,0,0.057471,1,3.23913,14,0,9.241379,57,20,0.857143,0.488003,0.151911,0.759555,0.1,0.066667,0.266667,0.034483,0,8.442308,0.035714,0,0.357143,43.928571,0,3.678571,0.321429,0,2,0.892857,4.392857,65,0,3,105,15,1,139,36,4.851214,1552.266443,30,30,30,30,1,30,30,30,30,1,29,30,1,30,30,30,0,0,109.966667,28.783784,110,28.864865,109.7,28.765766,110,28.477477,0,0,109.766667,28.846847,0,0.622172,0.034691,0.003017,0.054299,0,0.128205,?,?,?,?,?,?,0.055758,0.004848,0.087273,0,0.206061,0.086957,1.565217,0,3.695652,18,0,42.5,0,2.361111,?,47,78,0
99,0.866667,0,3.475771,10,0,0.016667,1,4.611765,19,0,8.2875,57,28,0.857143,0.494663,0.253185,0.731925,0.166667,0,0.388889,0.027027,0,7.81457,0.027778,0,0.416667,46.166667,0,4.25,0.083333,0,1.861111,1,4.722222,50,0,3,159,27,1,175,45,4.964622,2118.047427,36,36,36,1,1,36,35,36,34,1,34,36,1,36,35,36,0,0,162.972222,34.810976,162.972222,34.780488,163,35,162.972222,34.786585,0,0,162.916667,34.780488,0,0.574385,0.038591,0.000559,0.120246,0,0.112416,?,?,?,?,?,?,0.067186,0.000974,0.209348,0,0.195716,0.014493,3.115942,0,2.913043,215,0,201,0,0.934884,?,71,96,0
100,0.792453,0,4.569767,10,0,0.04717,1,2.258621,9,0,10.603774,45,12,0.923077,0.69524,0.57104,0.807573,0.1,0,0.3,0.047619,0,9.492537,0,0,0.5,43.3,0,3.5,0.3,0,2.05,0.95,2.15,25,0,3,222,25,10,83,8,4.824416,889.90742,20,20,20,1,1,1,20,20,20,1,20,20,1,20,20,20,0,0,228,18.838428,227.95,18.786026,0,0,228,18.930131,0,0,227.95,18.842795,0,0.590095,0.049526,0,0.131718,0,0.111697,?,?,?,?,?,?,0.083929,0,0.223214,0,0.189286,0,2.659574,0,2.255319,?,?,?,0,0.848,?,85,85,1
101,0.622837,0,4.48954,12,0,0.038062,1,9.742475,33,100,4.716263,45,11,0.6875,0,1,0,1.045455,0,0.909091,0.043478,0.5,3.644195,0,0,0.454545,71,0,12.363636,0.590909,0.272727,1.409091,1.954545,12.318182,12,0,4,351,76,8,275,28,4.822434,233.384117,22,22,22,1,22,1,1,22,21,1,22,22,22,22,22,21,0,0,354.863636,20.744382,355,20.941011,0,0,355,20.865169,0,0,354.318182,20.199438,0,0.074893,0.006139,0,0.861878,0,0.019644,?,?,?,?,?,?,0.081967,0,11.508197,0,0.262295,0,140.4,0,3.2,?,?,?,0,0.022792,?,76,122,0
102,0.896296,0,3.991803,9,0,1.014815,6,2.308725,10,100,8.148148,45,17,0.941176,0.589813,0.35218,0.927362,0,0.081081,0.038462,0.342857,0,13.52381,0.043478,0,0.608696,46.521739,0,2.73913,0,0.115385,0.884615,0.695652,2.434783,48,0,3,116,14,0,204,11,4.752463,694.561889,37,1,26,37,1,26,26,25,36,1,25,1,26,25,26,25,120.972973,36,120.972973,35.852459,120.945946,35.967213,0,0,121,35.631148,0,0,120.810811,35.770492,0.362521,0.404908,0.027886,0,0.102621,0,0.041829,1.116923,0.076923,0,0.283077,0,0.115385,0.068871,0,0.253444,0,0.103306,0,3.68,0,1.5,?,?,?,0,0.407609,?,59,80,0
103,0.940299,0,2.793651,8,0,0.820896,2,1.328571,5,78.59,10.895522,37,10,0.642857,0.912871,1,0.912871,0,0,0,0.208333,0,14.44,0.052632,0,0.157895,22.736842,0,1.263158,0,0,0.842105,0.421053,0.421053,36,0,2,94,4,0,93,11,4.73518,357.576927,25,1,1,25,1,19,18,19,25,1,18,1,1,18,18,19,96,23.989691,96,23.628866,96,23.896907,0,0,0,0,0,0,95.84,23.484536,0.366071,0.460459,0.015306,0,0,0,0.063776,1.25784,0.041812,0,0,0,0.174216,0.033241,0,0,0,0.138504,0,0,0,4.166667,?,?,?,?,?,?,19,22,1
104,0.88,0,4.408163,9,0,0.06,1,1.098361,7,100,7.28,45,11,1,0.774597,1,0.774597,0.153846,0,0.230769,0.071429,0.076923,8.709677,0.076923,0,0.846154,30.923077,0,2.384615,0,0,0.538462,0.153846,2.692308,22,0,2,89,8,0,43,6,4.973448,425.73049,14,13,13,14,13,13,1,13,9,1,13,1,1,13,13,13,92,12.72043,92,12.752688,92,13,0,0,0,0,0,0,91.857143,12.591398,0.121212,0.545455,0.111111,0,0,0,0.084848,4.5,0.916667,0,0,0,0.7,0.203704,0,0,0,0.155556,0,0,0,0.763636,?,?,?,?,?,?,6,26,1
105,0.815385,0,6.032258,11,0,0.015385,1,1.614286,9,0,8.307692,37,9,0.777778,0.912871,1,0.912871,0.090909,0,0,0.083333,0.090909,14.4,0,0,0.454545,41.272727,0.090909,2.272727,0.090909,0.181818,1.090909,0.181818,1.727273,46,0,3,81,6,1,39,9,4.907035,400,11,11,1,1,11,1,11,11,10,11,11,11,11,11,11,11,0,0,81,9.841463,81,10,81,10,0,0,0,0,81,9.853659,0,0.731707,0.046748,0.002033,0,0,0.103659,?,?,?,?,?,?,0.063889,0.002778,0,0,0.141667,0.043478,0,0,2.217391,0,0,51,?,?,?,38,103,1
106,0.869565,0,3.561905,9,0,0.486957,3,2.746154,12,64.38,8.278261,37,17,1,0.459649,0.21693,0.727607,0.464286,0.083333,0.357143,0.107143,0.107143,9.014706,0.12,0,0.6,34.92,0.04,2.68,0.08,0.107143,0.821429,0.28,3.6,26,0,2,96,9,2,144,12,4.852958,1075.054088,36,28,28,34,28,28,28,28,36,28,28,28,28,28,28,27,104.944444,34.839623,104.944444,34.801887,105,34.764151,105,35,0,0,0,0,104.861111,34.716981,0.280728,0.465857,0.046282,0.000759,0,0,0.080425,1.659459,0.164865,0.002703,0,0,0.286486,0.099349,0.001629,0,0,0.172638,0.016393,0,0,1.737705,0,0,106,?,?,?,27,34,0
